comment_id,video_id,author_name,author_channel_id,text,likes,published_at,updated_at,is_reply,parent_id,reply_count,scraped_at
UgwXL4sDH2Xvpuu0FO94AaABAg,J52vmTBpqBs,@dallas5159,,55:1.04:01 ❤‍🔥,0,2026-03-17T23:39:45.050179+00:00,,0,,0,2026-03-17T22:00:36.215412
UgxSEmGRB81uzt5Pqqx4AaABAg,J52vmTBpqBs,@jonathanadodoo4423,,This is particularly interesting for me because I’m currently based in Vietnam and I’m looking to enter the importation business. I have a friend in Ghana who’s connected to retailers with money ready to import goods from Vietnam. Would really love to connect to see what I can do to be of service to your business,0,2026-03-17T19:39:43.810213+00:00,,0,,0,2026-03-17T22:00:36.191620
UgzrmyjDGh-1NiMYdgd4AaABAg,J52vmTBpqBs,@Kotibrim,,"Dude of you made a million dollars,  you won't be on social media!!!",0,2026-03-17T18:39:45.050219+00:00,,0,,0,2026-03-17T22:00:36.217967
UgwWtxPG3_ZH46YCWVR4AaABAg,J52vmTBpqBs,@mariankwaw-yankson9392,,"""Slow is fast."" That's my takeaway. Thank you, Derrick,  for always bringing us great content. God bless you.",0,2026-03-17T11:39:43.171181+00:00,,0,,0,2026-03-17T22:00:36.176454
UgyFdLgBeR4KqxJuGAN4AaABAg,J52vmTBpqBs,@Kinsground,,Why mute if you’re helping other I don’t get it,0,2026-03-17T10:39:45.049938+00:00,,0,,0,2026-03-17T22:00:36.212381
UgwXzzaoCrxFxZf5E_F4AaABAg,xwLrHUwGtJM,@eddywest6028,,ebe the camera quality wey good or ebe Ama wey dey bee cos eii,0,2026-03-17T03:39:58.185811+00:00,,0,,0,2026-03-17T22:00:50.552017
Ugy0JACyv5pDdJS45cd4AaABAg,xwLrHUwGtJM,@Hauweeiy,,Make it to the end 🔥🔥,0,2026-03-17T01:39:53.735263+00:00,,0,,0,2026-03-17T22:00:50.475930
UgwRr_itawtP4HMbSIp4AaABAg,xwLrHUwGtJM,@isaacmensah3883,,The editing is crazyyyyy. Love love love it ❤,0,2026-03-17T01:39:51.486578+00:00,,0,,0,2026-03-17T22:00:50.423853
Ugyp8Kegudo3guRyd_h4AaABAg,J52vmTBpqBs,@lizm2220,,a very good interview,0,2026-03-17T01:39:45.050284+00:00,,0,,0,2026-03-17T22:00:36.219243
UgwEqGdDlGACzaaLBTN4AaABAg,J52vmTBpqBs,@charlesbruce6175,,"All Ghananians, no matter his or her Status in life, have this ""strange"" mentality to live like a ""Lord""(Broni). It became inherent in us. This is the effect of colonisation. So as soon as we get into a Position where he/she comes into contact with money, this ""Lord"" mentality clicks into place. And we tell ourselves ""this is it!"" So he/she takes the opportunity to ""steal"" some of the money to buy the latest clothes, shoes, eat ""good"" food. This happens at every level of any profession. From a factory worker, a messenger in an office, Taxi Driver, Politician, infact every Ghananian. Why do Businesses of ""Rich"" people collapse after their demise. A Kwahu Businessman I knew went everywhere with a Charted Car, he died, and the first thing his Wofasie who inherited him did was to buy the latest Benz on the Market! Also a driver I worked with in a government department, on retirement, had his daughter bought him a Taxi, to take care of himself, within a few months the Car broke down and he had no money to repair it -all because he lived like a Lord/Rich man.",0,2026-03-17T01:39:45.050211+00:00,,0,,0,2026-03-17T22:00:36.217558
Ugy68-RP-oVqZM1wspR4AaABAg,J52vmTBpqBs,@samboafo9329,,Bless you,0,2026-03-17T01:39:44.417980+00:00,,0,,0,2026-03-17T22:00:36.201167
Ugzuxawr3Qo_sFVu1HR4AaABAg,J52vmTBpqBs,@Bigbossfilmworks,,Great show,0,2026-03-17T01:39:43.810262+00:00,,0,,0,2026-03-17T22:00:36.193828
UgzawObP17Qk0Cu00eJ4AaABAg,J52vmTBpqBs,@kazeemogundele9135,,"Thanks for this inspirational conversation. Its funny , my next read is "" Too good they can't you- by Carl Newport"". I have it right in front of me..",0,2026-03-17T01:39:43.810253+00:00,,0,,0,2026-03-17T22:00:36.193312
UgySRWBD55R1r08j6Bh4AaABAg,J52vmTBpqBs,@solventtechnologyartsandfi6613,,I love the best advice; Slow is Fast😅,1,2026-03-17T01:39:43.810203+00:00,,0,,0,2026-03-17T22:00:36.190627
UgxwzauZosYTzpZFQsB4AaABAg,J52vmTBpqBs,@FolasadeOgundeji,,We need to build good and accurate systems   around our businesses,0,2026-03-17T01:39:43.810165+00:00,,0,,0,2026-03-17T22:00:36.190117
Ugy5zb4xGaQFL3gX0dd4AaABAg,J52vmTBpqBs,@HistorytalesAfrica_AY,,"Thank you Derrick. Am at a point where i feel am stuck, but listening to this podcast am gonna start all over again.",0,2026-03-17T01:39:43.810099+00:00,,0,,0,2026-03-17T22:00:36.189135
UgxJD-9DNqYNT0qTdWt4AaABAg,J52vmTBpqBs,@jattuvictor2587,,"I fall last year just because of employees someone. It happens  in Nigeria. The one way to win is be ready to sack until u get the right person.
At first u will lose customer don't get pain go gain until u get the right people the business will stand strong",0,2026-03-17T01:39:43.171323+00:00,,0,,0,2026-03-17T22:00:36.188487
Ugw1V8BB_AMcmACYse14AaABAg,J52vmTBpqBs,@solventtechnologyartsandfi6613,,Wow... I love this Genuine guy . He understands the Ghanaian system and Ghanaian hence how to help them. I appreciate this eye-opener piece you just shared Chris. Derrick you're doing a good job for us all. We appreciate ❤,0,2026-03-17T01:39:43.171319+00:00,,0,,0,2026-03-17T22:00:36.187998
Ugz5y1LUMSGo_1fJP4J4AaABAg,J52vmTBpqBs,@KusiEmmanuel-x3u,,Very powerful conversation,0,2026-03-17T01:39:43.171306+00:00,,0,,0,2026-03-17T22:00:36.186935
UgxfW58AjQM-47qnpFF4AaABAg,J52vmTBpqBs,@ariesbaby9122,,"Not only Ghana, the entire west Africa. The once you are trying to help will be the once trying to steal from you, even family members .",0,2026-03-17T01:39:43.171293+00:00,,0,,0,2026-03-17T22:00:36.184410
UgyXFUvZj5JsFpSwbf54AaABAg,J52vmTBpqBs,@Hit-Waddle,,I have really enjoyed this guest. He's just straight and truthful.,0,2026-03-17T01:39:43.171279+00:00,,0,,0,2026-03-17T22:00:36.183131
UgynFwK1-nal88j28GN4AaABAg,J52vmTBpqBs,@hardtruth-yg9ti,,How does he speak so calm,0,2026-03-17T01:39:43.171274+00:00,,0,,0,2026-03-17T22:00:36.181930
UgxxJU8Q2Poe9nPBj7Z4AaABAg,J52vmTBpqBs,@charlesawuah9717,,The finest 👌 Podcast ever for the year.  Deep insights and  experience shared. Be blessed Derrick,0,2026-03-17T01:39:43.171262+00:00,,0,,0,2026-03-17T22:00:36.181138
Ugx_4trcQIvp5Z9_JRF4AaABAg,J52vmTBpqBs,@adwoaanimahsanwu9460,,I looove this conversation… very smooth and rich as well. ❤,0,2026-03-17T01:39:43.171252+00:00,,0,,0,2026-03-17T22:00:36.179772
UgyiRPc3jB5Plrylbg54AaABAg,J52vmTBpqBs,@deboraK.afriyie,,"The time used to watch this episode was a great investment. 
I love the advice from his Vietnamese friend,""Slow is fast"" and the explanation.

The real work lies in applying the 🦈 lessons.",3,2026-03-17T01:39:42.578352+00:00,,0,,0,2026-03-17T22:00:36.165091
UgwqLftO7MZtcFydnVp4AaABAg,xwLrHUwGtJM,@ajoahamamensu6915,,🎉🎉🎉🎉😊,0,2026-03-16T01:39:55.684874+00:00,,0,,0,2026-03-17T22:00:50.503753
UgwZWIlCNdCWlZm80i14AaABAg,xwLrHUwGtJM,@ethyls.sinful.script,,"I really love this lady 😍😘and the first time she appeared on my fyp , I just loved her and I've been listening and following her since. As a young teenager ,I know I will become great one day🙏😌 . THANK YOU FOR BRINGING MY GODDESS TO THIS SHOW.🫠💯 You gained a subscriber😉.",0,2026-03-16T01:39:55.023706+00:00,,0,,0,2026-03-17T22:00:50.512638
UgzjEVbGYNF2QwKGfWB4AaABAg,xwLrHUwGtJM,@GeorgeAsante-kj2od,,George George of favour packagings made it to the end,0,2026-03-16T01:39:52.852491+00:00,,0,,0,2026-03-17T22:00:50.469373
UgzjMSIeYgkM2sda1sZ4AaABAg,xwLrHUwGtJM,@ransfordanane1925,,"good interview, enjoyed to the very end. Derrick, kindly work with Ama on your appeal of free ads for small brands, could be adjusted to a different period if monthly does not help her brand, even 4x a year would go a very long way! 
thanks for this session, cheers.",0,2026-03-16T01:39:52.123910+00:00,,0,,0,2026-03-17T22:00:50.456715
Ugw21lrb_PDrxPBtHTR4AaABAg,xwLrHUwGtJM,@ayaribisacelestina6278,,I did watch to the end🤭😍. This is  soo nice 😊. Ama Burland is who she thinks she is wai😅. Periodddd💯👌,0,2026-03-16T01:39:52.123884+00:00,,0,,0,2026-03-17T22:00:50.456245
Ugxa6qzIh9omZCqqCDN4AaABAg,xwLrHUwGtJM,@Kirsten-c2r,,The lawyer part 😂😂😂😂,0,2026-03-16T01:39:52.123781+00:00,,0,,0,2026-03-17T22:00:50.439748
Ugw42zIxZEnPzs2qPOt4AaABAg,xwLrHUwGtJM,@QueenDanquah,,Adjoa Tee and Gisela next pleaseeeeeeeeeeeee,2,2026-03-16T01:39:51.486621+00:00,,0,,0,2026-03-17T22:00:50.427613
Ugy1Vbv0_k-dlq0Ni7F4AaABAg,xwLrHUwGtJM,@hafsatishaq6734,,I dont know why but i love to hear and see Ama talk,0,2026-03-16T01:39:51.486533+00:00,,0,,0,2026-03-17T22:00:50.420258
UgwJdgvWtvmhnwUX6TF4AaABAg,J52vmTBpqBs,@Kwame_tv,,Slow is fast,0,2026-03-16T01:39:45.050267+00:00,,0,,0,2026-03-17T22:00:36.216319
UgzB07tM3WLeHZG1HWN4AaABAg,J52vmTBpqBs,@Youtube1youtuber,,"You are doing a fantastic work.
This is Podcast number 2 that I have watched till the end.
I will do this with every podcast I complete until you notice me.",0,2026-03-16T01:39:44.418096+00:00,,0,,0,2026-03-17T22:00:36.210326
UgxyD9F_jkN_BdLXm854AaABAg,J52vmTBpqBs,@MuftauNashiru-ro6dz,,"Man lyk Derrick :medal-yellow-first-red:
I can watch this all day long..",0,2026-03-16T01:39:44.418041+00:00,,0,,0,2026-03-17T22:00:36.205959
UgxgXZnZ-J4cyKLHxm14AaABAg,J52vmTBpqBs,@obedsarkodie-ls4ts,,Good information,0,2026-03-16T01:39:44.418025+00:00,,0,,0,2026-03-17T22:00:36.204643
UgxdW8ujQ_XMq9CxuN14AaABAg,J52vmTBpqBs,@PriscillaBorketey-nt4to,,I made it to the end. I'm educated. Thanks,0,2026-03-16T01:39:43.810270+00:00,,0,,0,2026-03-17T22:00:36.194295
UgwtPdj18C5W_e-fA954AaABAg,J52vmTBpqBs,@enochforson1714,,I have learnt a lot from this Business Man❤,0,2026-03-16T01:39:43.810244+00:00,,0,,0,2026-03-17T22:00:36.192619
UgyFpnHTmqUpA19R1vJ4AaABAg,J52vmTBpqBs,@BruceArigye,,"amazing that I watched this from the start to the end, great lessons learned.",0,2026-03-16T01:39:43.810224+00:00,,0,,0,2026-03-17T22:00:36.191138
Ugw2IggrBZ25dFPhXrx4AaABAg,J52vmTBpqBs,@duncanadugyamera2349,,"When I tapped on the video, the holy Spirit told me to take notes",0,2026-03-16T01:39:43.171297+00:00,,0,,0,2026-03-17T22:00:36.184926
UgwBFwPEOU_0_-k4tR14AaABAg,J52vmTBpqBs,@AdelAlkaf,,"I failed in my first business and I  quit ,but  am going back  to work on my business  now, thank you Derrick and chris❤❤❤❤❤❤",1,2026-03-16T01:39:43.171243+00:00,,0,,0,2026-03-17T22:00:36.178575
UgypEzEiPPG4dgHD8C54AaABAg,J52vmTBpqBs,@the_misspee,,"A definition of listen to understand conversations. 
Thank you",2,2026-03-16T01:39:42.578447+00:00,,0,,0,2026-03-17T22:00:36.175023
UgxpKHTL-7ngzhgVpkh4AaABAg,J52vmTBpqBs,@daakyeasemnti1205,,"God richly bless you for this podcast. I remember i started  a business with all my income from NSS and the people i hired brought me to zero, then even left me in debt. I became afraid to even venture into business again but thanks to You for this insight",3,2026-03-16T01:39:42.578365+00:00,,0,,0,2026-03-17T22:00:36.166730
UgwlJsP6Zqr5JrRLVSF4AaABAg,J52vmTBpqBs,@Thegamechangereffect-su1cg,,i like how Derrick does not argue about certain issues but allows room for all ideas to be shared,2,2026-03-16T01:39:42.578358+00:00,,0,,0,2026-03-17T22:00:36.165964
UgzRc1ahYJ1wGI3SKtZ4AaABAg,xwLrHUwGtJM,@naaopoku,,Boring for me if you say like like like in almost every sentence,0,2026-03-15T01:39:58.860078+00:00,,0,,0,2026-03-17T22:00:50.560007
UgyPNFgj_a9DVI8c5gF4AaABAg,xwLrHUwGtJM,@naaopoku,,"She doesn't say one complete sentence without ""like like""",0,2026-03-15T01:39:58.858407+00:00,,0,,0,2026-03-17T22:00:50.554394
UgxUME1hktxGxUxWtL94AaABAg,xwLrHUwGtJM,@MERELAC_88fx,,mary star international school ... i miss that school,0,2026-03-15T01:39:52.852500+00:00,,0,,0,2026-03-17T22:00:50.469994
UgzziBhYYzi8FC3utmd4AaABAg,xwLrHUwGtJM,@SagoeElizabeth,,Hmm very inspiring and motivational,0,2026-03-15T01:39:52.852432+00:00,,0,,0,2026-03-17T22:00:50.466030
UgyUblWpEHZ5AovH9jJ4AaABAg,xwLrHUwGtJM,@meraldadaisy,,Inspirational ❤,0,2026-03-15T01:39:52.852388+00:00,,0,,0,2026-03-17T22:00:50.463799
Ugx6-ZPQd4xIVGeXPhJ4AaABAg,xwLrHUwGtJM,@NoellaPerkins1492,,Very Educative podcast,0,2026-03-15T01:39:52.852339+00:00,,0,,0,2026-03-17T22:00:50.461770
UgyE1GUBoZDhL08Dd254AaABAg,xwLrHUwGtJM,@wilheminaessuman8541,,"Amazing interview, I loved every bit of it. I would love to join the connected mind masterclass.",0,2026-03-15T01:39:52.123859+00:00,,0,,0,2026-03-17T22:00:50.453510
UgzaubY2gqkOqf73DOJ4AaABAg,xwLrHUwGtJM,@GloriaBuckman,,"Not the interviewee interviewing the interviewer 😄 Nana Aba brought me back here; ""Ama"" made me stay ❤ You're doing a great job with Konnected Minds, Derrick. Here’s to seeing more women on the pod 🥂",2,2026-03-15T01:39:50.214666+00:00,,0,,0,2026-03-17T22:00:50.396051
UgyLeqoRCNjchy9Sqjd4AaABAg,J52vmTBpqBs,@theokorley2086,,😂 who fears money ma guy eeeeiii,0,2026-03-15T01:39:45.050199+00:00,,0,,0,2026-03-17T22:00:36.216809
UgxNE4e9RrefldDpLot4AaABAg,J52vmTBpqBs,@abdulaiyakubu7942,,"56:35 Even God have issues. Preachers arise to solve God's problems.
Never had it clearer why religion is a business 😂",2,2026-03-15T01:39:45.050192+00:00,,0,,0,2026-03-17T22:00:36.215877
UgyENKLZQugE6WFPiEJ4AaABAg,J52vmTBpqBs,@JamesBond-d1g3v,,Hello Sir ! How can we get the Ohemaa rice ? Any contact available ?,0,2026-03-15T01:39:45.050090+00:00,,0,,0,2026-03-17T22:00:36.213654
UgyVUlmWpY20vALAW-x4AaABAg,J52vmTBpqBs,@anthonyabbot7618,,"So how is MTN and co able to manage Ghanaian employees in Ghana?

What’s different with them?",0,2026-03-15T01:39:45.049920+00:00,,0,,0,2026-03-17T22:00:36.211551
Ugw6uP5hAkpBt9lpnJ94AaABAg,J52vmTBpqBs,@JeffAfflo,,I made it to the end,0,2026-03-15T01:39:44.418091+00:00,,0,,0,2026-03-17T22:00:36.209944
UgxjdX1mh0dTzEE_vWZ4AaABAg,J52vmTBpqBs,@vexxmoney,,Agric commodity trading is good business,1,2026-03-15T01:39:44.418071+00:00,,0,,0,2026-03-17T22:00:36.208737
Ugw5tcKaWrCS5BgeQJl4AaABAg,J52vmTBpqBs,@1footballtheatre,,Powerful 🎉,0,2026-03-15T01:39:44.418066+00:00,,0,,0,2026-03-17T22:00:36.208271
Ugxzttl1wr_WDqsrxH14AaABAg,J52vmTBpqBs,@NathanielKenaston,,I like his outlook on life and has a vision for Ghana but he also is limited by the treatment from Ghanaians in regards to respect and honesty,0,2026-03-15T01:39:44.418051+00:00,,0,,0,2026-03-17T22:00:36.207026
UgwM-SZBDUr8i9yBgZd4AaABAg,J52vmTBpqBs,@OdisikaKwabenaAmankwah,,The Gospel must be preach Derrick ❤❤❤I I'm present today too,0,2026-03-15T01:39:44.418046+00:00,,0,,0,2026-03-17T22:00:36.206639
UgwjIC8CMQ4yf3WyrsF4AaABAg,J52vmTBpqBs,@thinkbeforeinvestwithphilip,,I think that DNA in most Ghanaian and what they did to our Legend Dr Kwame Nkrumah,0,2026-03-15T01:39:44.418035+00:00,,0,,0,2026-03-17T22:00:36.205527
UgzizIPVl4BpAIFcaIB4AaABAg,J52vmTBpqBs,@Stay_tuned-11,,Brilliant conversation!,0,2026-03-15T01:39:44.418019+00:00,,0,,0,2026-03-17T22:00:36.204193
UgyMwCW1EI5xcTlU8a94AaABAg,J52vmTBpqBs,@JusticeAmparbengkyeremeh,,I know him personally. He's real and business minded. Zen. 😊,0,2026-03-15T01:39:44.417996+00:00,,0,,0,2026-03-17T22:00:36.202255
UgwouSV0vgCU0nPqMWF4AaABAg,J52vmTBpqBs,@Kwabenatrustee1,,"i have to trust myself
go out surround yourself with sharks 
go find someone who have something",2,2026-03-15T01:39:44.417938+00:00,,0,,0,2026-03-17T22:00:36.202848
Ugy1GsKC9fcxOVn6dDp4AaABAg,J52vmTBpqBs,@gyan_wayo,,Thanks for this one. It's one of the Best ❤❤❤❤,0,2026-03-15T01:39:43.810354+00:00,,0,,0,2026-03-17T22:00:36.200534
Ugw46yk8RovBt214oOh4AaABAg,J52vmTBpqBs,@brainystv,,I personally think that the typical Ghanaian would want to make profits of about a 50 to 150%. And that doesn’t also help them themselves.,1,2026-03-15T01:39:43.810346+00:00,,0,,0,2026-03-17T22:00:36.199076
Ugz_13T0e3qHXi2WDy94AaABAg,J52vmTBpqBs,@joshuaasante3892,,"Boss man, God Richly Bless you for not aboundening Ghana. Thank you very much.",0,2026-03-15T01:39:43.810326+00:00,,0,,0,2026-03-17T22:00:36.200004
UgwNAEBTGHSGP5BkTwJ4AaABAg,J52vmTBpqBs,@dorisdoe7463,,"This is so inspiring, thank you for sharing 🙏❤️",0,2026-03-15T01:39:43.810308+00:00,,0,,0,2026-03-17T22:00:36.196423
UgwgJ5rx-Vz7vV-LcId4AaABAg,J52vmTBpqBs,@Morbex-media,,Different whole level ❤,1,2026-03-15T01:39:43.810290+00:00,,0,,0,2026-03-17T22:00:36.195269
Ugxj6pjlYrbePH9swQp4AaABAg,J52vmTBpqBs,@stephenahiadeke8158,,It's worth watching and listening. Thank you.,0,2026-03-15T01:39:43.810279+00:00,,0,,0,2026-03-17T22:00:36.194776
UgwHObHyOB7a_ZWwcw94AaABAg,J52vmTBpqBs,@Inst.Wisdom,,"Wow 
This is amazing; I have made it to the end.",1,2026-03-15T01:39:43.810236+00:00,,0,,0,2026-03-17T22:00:36.192105
Ugz0Jm2l2YXmZ-k9HeF4AaABAg,J52vmTBpqBs,@okfranEdu,,Great work piece. God bless you all. Very inspiring,2,2026-03-15T01:39:43.810190+00:00,,0,,0,2026-03-17T22:00:36.189623
UgzPATseTurYq0w9LkB4AaABAg,J52vmTBpqBs,@Ssalvationdiaries,,"Beautiful, I see myself on this podcast 😊",2,2026-03-15T01:39:43.171301+00:00,,0,,0,2026-03-17T22:00:36.185797
UgwalfaXXzkpeyqyLpN4AaABAg,J52vmTBpqBs,@EmmanuelOppong-z3b,,I clearly didn't waste my time on this...I got a great value...Thank you Konnected minds podcast....,1,2026-03-15T01:39:43.171289+00:00,,0,,0,2026-03-17T22:00:36.183897
UgyfmJFRa9jnHBZLPiN4AaABAg,J52vmTBpqBs,@mawukodossa6627,,It was a very insightful conversation,6,2026-03-15T01:39:42.578440+00:00,,0,,0,2026-03-17T22:00:36.174372
Ugzxrs5JQo6Ftqbbcl54AaABAg,J52vmTBpqBs,@florencejohnson6788,,"Wow,I totally enjoyed this episode. I've learnt real life lessons from him and surely passing it on. God bless you both.🇬🇭💯🙏",3,2026-03-15T01:39:42.578426+00:00,,0,,0,2026-03-17T22:00:36.173732
UgyjeeZVMCQnzQLaRgh4AaABAg,J52vmTBpqBs,@Sirwitty98,,"I like the fact that he said there’s a problem with every winner and if you find solution to the problem then boom you buy your way out. There’s a hunger drive of every young man who stays or live with the grandparents, they are the only people who believe in you more than you believe in yourself.",1,2026-03-15T01:39:42.578412+00:00,,0,,0,2026-03-17T22:00:36.172455
UgwYSXUlxj5BMtVNV0Z4AaABAg,J52vmTBpqBs,@wondersolomon4437,,"I love this dude, very calm and collected, no imposing rants",2,2026-03-15T01:39:42.578405+00:00,,0,,0,2026-03-17T22:00:36.171803
Ugyl1o1pZGCgpLH-B0l4AaABAg,J52vmTBpqBs,@wisdomgeoffrey8665,,"I like that ""This is no Add"" part .....lol that's an add indirectly",4,2026-03-15T01:39:42.578398+00:00,,0,,0,2026-03-17T22:00:36.171149
UgzpyW0YcFbqLTgHTht4AaABAg,J52vmTBpqBs,@smithsenior,,"Derrick, this interview is one of the best I’ve watched in 2026. You’re truly a great guy.",3,2026-03-15T01:39:42.578392+00:00,,0,,0,2026-03-17T22:00:36.170444
Ugzl8MqMf9Qi7c_Ndl54AaABAg,J52vmTBpqBs,@joashataakorerkpa151,,"The politicians who are supposed to initiate support for local producers are the importers, why will they support local producers who are their competitors?!!!!

My dad in 2012 lost 40 hectares of rice to bushfire in Kintampo all because there was no combine harvestor. Guess what, the gov who supplied fertilizers even demanded for a paycheque knowing it was a disaster. 

Will we sit and watch for importation to be impossible because of global issues before we wake up as Ghanaians??

Canada relied on US for trade over years. Today with just one bite from Trump as a trading partner, the damage is not fathomable. 

This issue you just discussed is the most complex business issue in Gh now.",12,2026-03-15T01:39:42.578338+00:00,,0,,0,2026-03-17T22:00:36.163403
Ugy3wCrfRei1J-UnUIF4AaABAg,J52vmTBpqBs,@axhamzautomobils3609,,"My brother owned a pharmaceutical company, and he liked sacking his employees. I thought he was the problem until one day he employed me at the workplace. He was not around most of the time, and trust me, I wished to sack all the employees and re-employ new ones… Herh! Right now I’m comfortable firing employees—sack them until you get the real ones. No compromise!!",23,2026-03-15T01:39:42.578331+00:00,,0,,0,2026-03-17T22:00:36.162604
UgyPBd23YTQ6uMlk6fN4AaABAg,xwLrHUwGtJM,@fuseiniadama1811,,"This life eeh
While people have responsibilities others have an advantage",0,2026-03-14T01:39:55.684862+00:00,,0,,0,2026-03-17T22:00:50.503315
Ugx6VloZ_ZKg7sO9X6Z4AaABAg,xwLrHUwGtJM,@MawuenaGalley,,"Really beautiful interview there. I love her interesting personality, humor kakra, smartness and frankness nsu.she helped keep the interview very nature and simple. You did a wonderful job bringing her and getting stuffs out of her. She really looks pretty like my big sister and sounds soooo much like me. Go girl, i will come for my empowerment cash sharp sharp.",1,2026-03-14T01:39:52.123831+00:00,,0,,0,2026-03-17T22:00:50.446767
UgwFiwixJTiv4N1hEzh4AaABAg,xwLrHUwGtJM,@baafimainoo,,I stayed to he end and i did enjoy this motivating episodes.,0,2026-03-14T01:39:51.486704+00:00,,0,,0,2026-03-17T22:00:50.434507
Ugzduq4lBzPPfRo21EV4AaABAg,xwLrHUwGtJM,@opulenceafful2756,,"Please interview Maame Nyarko of Ayewamu By Jane. She is so inspiring, she is doing very well with her business. I will love to hear her story.",1,2026-03-14T01:39:50.832541+00:00,,0,,0,2026-03-17T22:00:50.417299
UgwY2TXZ0kN3qVJOdOB4AaABAg,J52vmTBpqBs,@sefiamoryawkufoalor4592,,"Zen on the show and Zen in the book he recommended........ Is ""Zen"" his real name? Or did he adopt it from the book for a special reason? 
He is an inspiration. God bless him",2,2026-03-14T01:39:45.050234+00:00,,0,,0,2026-03-17T22:00:36.218706
Ugzw1NJ7bkr_5K3QT_p4AaABAg,J52vmTBpqBs,@gideonaidoo9604,,"Hmmmm, I have been watching many episodes of Connected Minds, but this one is mind-blowing🤩",3,2026-03-14T01:39:45.050227+00:00,,0,,0,2026-03-17T22:00:36.218348
Ugwbt05-ladDq-SKYiR4AaABAg,J52vmTBpqBs,@Kingt1011,,The amount of ads in your videos now is becoming ridiculous,0,2026-03-14T01:39:45.050205+00:00,,0,,0,2026-03-17T22:00:36.217192
Ugw-nb3nNTv_emCHeKJ4AaABAg,J52vmTBpqBs,@skrowe,,Naaa Sharks : scarcity mindset …. But it is what it is.,0,2026-03-14T01:39:45.050162+00:00,,0,,0,2026-03-17T22:00:36.214815
UgwjOAMrhHCrNTC0K5t4AaABAg,J52vmTBpqBs,@Tunderahman,,wow,1,2026-03-14T01:39:45.050099+00:00,,0,,0,2026-03-17T22:00:36.214242
Ugzu3FmmkK8Smj2kjNt4AaABAg,J52vmTBpqBs,@CryptoElite123,,❤❤,1,2026-03-14T01:39:45.050066+00:00,,0,,0,2026-03-17T22:00:36.213274
Ugz7x29_OTYIFV0jbDR4AaABAg,J52vmTBpqBs,@albertowusutinkorang-hl4fe,,❤❤🎉,1,2026-03-14T01:39:45.049960+00:00,,0,,0,2026-03-17T22:00:36.212883
UgyKGANwyMubU197bBR4AaABAg,J52vmTBpqBs,@evoletsynth,,Friday lets gooo🎉,0,2026-03-14T01:39:45.049887+00:00,,0,,0,2026-03-17T22:00:36.211042
UgwN3OUKISugV7-8zxp4AaABAg,J52vmTBpqBs,@zubbyy4realify,,Its the culture.  They feel entitled and dont  see anything wrong with stealing from their employers.  You just have to go through a lot of  bad workers before you find the good ones. I went through it with my poultry business.  But you have to keep going,5,2026-03-14T01:39:45.049819+00:00,,0,,0,2026-03-17T22:00:36.210686
UgzF1l3g5pN8NDTMISl4AaABAg,J52vmTBpqBs,@okaiemmanuel7558,,Thank you sir,1,2026-03-14T01:39:44.418086+00:00,,0,,0,2026-03-17T22:00:36.209505
Ugycakt_b7mkFtp-v4l4AaABAg,J52vmTBpqBs,@evoletsynth,,Top 1 podcast in africa . 🌍 let's go global 👏,3,2026-03-14T01:39:44.418061+00:00,,0,,0,2026-03-17T22:00:36.207864
UgwZh9tS1iDkZfZl2U54AaABAg,J52vmTBpqBs,@dancashroyal1608,,Great interview,1,2026-03-14T01:39:44.418056+00:00,,0,,0,2026-03-17T22:00:36.207469
UgzpKTTrXyWMU0DZ8bB4AaABAg,J52vmTBpqBs,@frimpongaugustine7480,,The book is actually So Good they can’t ignore you by Cal Newport,1,2026-03-14T01:39:44.418030+00:00,,0,,0,2026-03-17T22:00:36.205084
UgytX9aBBX99taSiTsh4AaABAg,J52vmTBpqBs,@okaiemmanuel7558,,"I appreciate your hard work and dedication 🙏🙂🙂
THANK YOU VERY MUCH 🙏",1,2026-03-14T01:39:44.418014+00:00,,0,,0,2026-03-17T22:00:36.203744
UgwWDup_kv1MKtrULTx4AaABAg,J52vmTBpqBs,@Edem-edem245,,Let's start,2,2026-03-14T01:39:44.418002+00:00,,0,,0,2026-03-17T22:00:36.203289
UgxRzOANAfQ29AFUXHh4AaABAg,J52vmTBpqBs,@Andrekay23,,Great interview 😊,2,2026-03-14T01:39:44.417989+00:00,,0,,0,2026-03-17T22:00:36.201704
UgxlqQTS-utIPGC6Frd4AaABAg,J52vmTBpqBs,@ElvisSansah-t7x,,Very insightful.,2,2026-03-14T01:39:43.810336+00:00,,0,,0,2026-03-17T22:00:36.199536
Ugx7rZLuXOb7FEj3Q3l4AaABAg,J52vmTBpqBs,@owusuadjeikwadwo2313,,I have loved this podcast,2,2026-03-14T01:39:43.810318+00:00,,0,,0,2026-03-17T22:00:36.197426
UgyW0_MSzInvNLQiZkZ4AaABAg,J52vmTBpqBs,@PapaEduku-b4w,,Excellent content!!!,2,2026-03-14T01:39:43.810300+00:00,,0,,0,2026-03-17T22:00:36.195860
UgyG7dbvuon5iL1rm854AaABAg,J52vmTBpqBs,@KingSapps-bj1vx,,This video is worth my time ❤❤,3,2026-03-14T01:39:43.171315+00:00,,0,,0,2026-03-17T22:00:36.187457
